Sentence,Word_Count,Sentence_Length,Char_Count,DLP,Dot_Load_Ratio,OVL,Similar_Shape_Density,PSC_Density,Lexical_Difficulty,Homograph_Risk,Avg_Morphological_Complexity,Domain,Text_Class,Quadrant,Readability_Level_19,DLI,DLI_10
"تظهر الصورة على ظهر الصفحة ""الحياة قبل الإنسان"" (1972) بعض الأشكال المبكرة من الحياة البحرية: التريلوبايت وهو يسبح بجانب ايشينوديرم Echinoderm (وهي كائنات شوكية الجلد - انظر الأجساد المنتفخة القائمة على سيقان قصيرة)، زنبق البحر، ذو الاسم الرومانسي (أقصى اليسار) يحرك الماء والبراشيوبودس Brachiopods أو المخلوقات ""ذات الأقدام المسلحة""، التي تمتلك صدقتين (أسفل اليمين) تغربل الماء بحثًا عن العوائق.",76,294,337,0.35,0.57,0.0,0.48,0.15,1.87,0.15,0.51,STEM,Specialized,High BAREC / High DLI,14,6,2.7
والسيفالوبودس Cephalopods (السلف المبكر للحبار) يسبح في أصداف تشبه الأنابيب، وأذرع تبدو نابتة من رؤوسها.,19,75,90,0.35,0.48,0.0,0.55,0.11,2.11,0.14,0.57,STEM,Specialized,High BAREC / Low DLI,12,5,2.3
الناتج المحلي الإجمالي,3,20,20,0.3,0.45,0.0,0.35,0.25,3.0,0.0,1.0,Social Sciences,Specialized,High BAREC / Low DLI,14,5,2.3
تاريخ موجز,2,9,9,0.56,0.78,0.0,0.67,0.33,2.5,0.0,0.0,Social Sciences,Specialized,Low BAREC / High DLI,10,9,4.1
ترجمة: عمر سعيد الأيوبي,5,19,20,0.37,0.63,0.0,0.63,0.26,2.25,0.25,0.25,Social Sciences,Specialized,Low BAREC / High DLI,7,8,3.6
الفصل الأول,2,10,10,0.1,0.1,0.0,0.2,0.0,2.5,0.0,1.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,5,3,1.4
من القرن الثامن عشر إلى ثلاثينيات القرن العشرين: الحرب والكساد,11,52,53,0.35,0.65,0.0,0.54,0.12,2.15,0.2,0.7,Social Sciences,Specialized,High BAREC / High DLI,12,6,2.7
الحرب أم الاختراع.,4,15,16,0.2,0.27,0.0,0.47,0.27,1.5,0.33,0.67,Social Sciences,Specialized,Low BAREC / High DLI,5,6,2.7
والناتج المحلي الإجمالي من بين هذه الابتكارات التي تمتد من الإنترنت إلى التليفون، والرادار إلى الحواسيب الإلكترونية القابلة للبرمجة.,21,112,114,0.35,0.54,0.0,0.42,0.13,2.37,0.16,0.74,Social Sciences,Specialized,High BAREC / High DLI,14,7,3.2
فالناتج المحلي الإجمالي هو أحد الابتكارات العديدة للحرب العالمية الثانية.,11,63,64,0.3,0.51,0.0,0.41,0.19,2.6,0.2,1.0,Social Sciences,Specialized,High BAREC / High DLI,14,8,3.6
"و""محلي"": داخل الوطن.",8,14,18,0.21,0.29,0.0,0.43,0.21,2.67,0.33,0.67,Social Sciences,Specialized,Low BAREC / High DLI,8,7,3.2
"و""إجمالي"": من دون خصم أي شيء، وهو نقيض ""صاف"" ",16,30,36,0.43,0.67,0.0,0.53,0.2,2.67,0.44,0.22,Social Sciences,Specialized,High BAREC / High DLI,15,8,3.6
"(عندما نقول يبلغ ""الوزن الصافي"" لعلبة حبوب الفطور، فإننا نعني المحتوى وحده من دون التغليف).",21,71,77,0.39,0.51,0.0,0.55,0.17,2.13,0.13,0.73,Social Sciences,Specialized,Low BAREC / High DLI,10,8,3.6
الناتج المحلي الإجمالي رقم واحد فحسب من مجموعة كاملة من حسابات الاقتصاد حسابات الدخل القومي.,16,77,78,0.3,0.45,0.0,0.45,0.26,2.47,0.2,0.4,Social Sciences,Specialized,High BAREC / Low DLI,15,5,2.3
سنتحدث عن التفاصيل لاحقاً، لكن لكي نفهم فكرة الناتج المحلي الإجمالي، من المفيد الاطلاع على تاريخ موجز لتطور الإحصاء الوطني.,23,100,103,0.31,0.47,0.01,0.48,0.21,2.17,0.2,0.5,Social Sciences,Specialized,High BAREC / High DLI,16,6,2.7
الأيام المبكرة للحسابات الوطنية,4,28,28,0.29,0.46,0.0,0.36,0.14,1.5,0.0,1.25,Social Sciences,Specialized,High BAREC / Low DLI,14,3,1.4
ثمة حرب سابقة هي التي حفزت المحاولات المنهجية الأولى لقياس الاقتصاد بأكمله.,13,63,64,0.35,0.6,0.0,0.43,0.19,2.88,0.0,0.58,Social Sciences,Specialized,High BAREC / High DLI,14,7,3.2
ففي سنة 1665، أنتج عالم وموظف بريطاني، ويليام بتي (William Petty) تقديرات للدخل والنفقات، والسكان، والأرض، والأصول الأخرى لإنجلترا وويلز بغية تقييم موارد البلد وقدرته على خوض صراع وتمويله عبر الضرائب ,38,146,169,0.37,0.55,0.0,0.52,0.13,2.59,0.18,0.75,Social Sciences,Specialized,High BAREC / High DLI,14,8,3.6
(كانت تلك الحرب الإنجليزية الهولندية الثانية غير المعروفة كثيراً اليوم، وقد دامت من سنة 1664 إلى سنة 1667).,22,77,89,0.4,0.68,0.01,0.47,0.16,1.69,0.31,0.44,Social Sciences,Specialized,High BAREC / High DLI,12,8,3.6
أراد بتي أن يثبت أن البلد غير قادر على تحمل عبء الضرائب المرتفع فحسب، وإنما أيضاً تحدي جارتيها القويتين، هولندا وفرنسا.,24,95,98,0.39,0.59,0.01,0.6,0.14,2.4,0.24,0.43,Social Sciences,Specialized,High BAREC / High DLI,15,6,2.7
لم تكن هناك حاجة إلى كسب مزيد من الأرض أو زيادة حجم السكان لضمان الانتصار، لأن الأرض ورأس المال والعمالة المتوافرة يمكن استخدامها استخداماً أكبر تأثيراً.,28,124,126,0.28,0.41,0.02,0.41,0.21,2.12,0.19,0.42,Social Sciences,Specialized,High BAREC / Low DLI,14,5,2.3
كانت تلك بصيرة اقتصادية ثاقبة.,6,25,26,0.56,1.04,0.0,0.6,0.08,2.6,0.0,0.4,Social Sciences,Specialized,High BAREC / High DLI,15,8,3.6
ولا يقل عن ذلك أهمية إدخال بتي أداة مسك الدفاتر الثنائية المدخل لحفظ سجلات البلد بأكمله.,17,72,73,0.33,0.51,0.0,0.43,0.19,2.12,0.12,0.56,Social Sciences,Specialized,High BAREC / High DLI,14,7,3.2
"ومن التقديرات المبكرة الأخرى تلك التي أعدها تشارلز دیفننت (Charles Davenant) في سنة 1695، بعنوان ""مقال عن طرق ووسائل إمداد الحرب""، ما جعل هدفه واضحاً تماماً.",33,103,130,0.32,0.49,0.02,0.5,0.19,2.02,0.22,0.39,Social Sciences,Specialized,High BAREC / Low DLI,14,5,2.3
"لكلمة إحصاء بالإنجليزية ""statistic"" الجذر نفسه مثل كلمة دولة ""state""، وكان يشير في الأصل إلى مجموعة من الأرقام المتعلقة بالدولة، وتحديداً الضرائب.",29,103,124,0.33,0.53,0.01,0.41,0.18,1.68,0.1,0.65,Social Sciences,Specialized,High BAREC / High DLI,12,6,2.7
وقد تبين أن لوجود إحصاء موحد للدخل الوطني ميزة كبرى لإنجلترا تمكنها من حساب نطاق المخرجات المتزايدة والإيرادات الضريبية، في حين كانت جارتها فرنسا الأكبر مساحة والأقوى في الظاهر تفتقر إلى تلك المعلومات.,35,167,169,0.35,0.53,0.0,0.5,0.17,2.48,0.18,0.55,Social Sciences,Specialized,High BAREC / High DLI,14,7,3.2
ولم يصبح في متناول الملك الفرنسي بيانات اقتصادية ومالية مماثلة مهمة استراتيجياً إلا في سنة 1781، عندما قدم وزير المالية جاك نكر Jacques Necker)) تقريراً شهيراً إلى الملك (compte rendu au roi) عن قوة الاقتصاد الفرنسي.,42,139,178,0.37,0.64,0.02,0.48,0.17,2.26,0.21,0.31,Social Sciences,Specialized,High BAREC / High DLI,14,6,2.7
وقد مكن الملك من اقتراض مزيد من الأموال، لكنه لم يساعده، بطبيعة الحال، في تجنب الثورة الفرنسية في سنة 1781.,24,80,88,0.39,0.59,0.0,0.5,0.2,1.97,0.32,0.47,Social Sciences,Specialized,High BAREC / High DLI,14,8,3.6
خلال القرن الثامن عشر استفاد عدد من رواد الإحصاء المتعاقبين من هاتين المحاولتين البريطانيتين الأوليين، وكان كل منهم يقيس أشياء مختلفة قليلاً.,24,117,119,0.38,0.62,0.01,0.51,0.16,1.95,0.18,0.41,Social Sciences,Specialized,High BAREC / High DLI,14,7,3.2
ربما يبدو مفهوم الدخل القومي واضحاً لكن قياسه عملياً يعني اختيار ما يدرج وما يستبعد، وهو أمر مشوش وغير واضح على نحو مفاجئ. ,25,96,98,0.32,0.51,0.02,0.51,0.27,2.7,0.17,0.26,Social Sciences,Specialized,High BAREC / High DLI,16,8,3.6
خلافاً لما هي عليه الحال اليوم، لم يكن هناك توحيد للمقاييس، ولا تعريف متفق عليه على العموم، ,20,71,74,0.28,0.48,0.01,0.42,0.3,1.91,0.24,0.53,Social Sciences,Specialized,High BAREC / High DLI,14,6,2.7
ولم يكن ما يقاس يشبه الناتج المحلي الإجمالي الحديث على الإطلاق.,12,52,53,0.31,0.56,0.0,0.42,0.21,2.5,0.09,0.55,Social Sciences,Specialized,High BAREC / High DLI,14,6,2.7
كانت هذه الحسابات الوطنية المبكرة تشترك في الفكرة العامة بأن الدخل القومي يتوقف على مقدار ما هو متاح للإنفاق ومقدار ما يتبقى لزيادة المخزون الوطني من الأصول.,28,130,131,0.35,0.56,0.0,0.45,0.18,2.19,0.11,0.56,Social Sciences,Specialized,High BAREC / High DLI,15,7,3.2
تطور هذا الإطار على مر العقود.,7,24,25,0.12,0.21,0.0,0.46,0.17,2.17,0.5,0.33,Social Sciences,Specialized,Low BAREC / Low DLI,10,5,2.3
وشدد المؤلفون لاحقاً على النواحي المختلفة للاقتصاد.,8,43,44,0.28,0.47,0.02,0.42,0.14,2.43,0.14,0.86,Social Sciences,Specialized,High BAREC / Low DLI,14,5,2.3
بعضهم - ومن بينهم الروائي والمؤلّف دانيال ديفو (Daniel Defoe) - اعتقد أن أساس ازدهار الأمة زيادة التجارة الخارجية وداخل البلد على السواء.,26,98,114,0.3,0.43,0.01,0.43,0.15,2.08,0.11,0.68,Social Sciences,Specialized,High BAREC / Low DLI,12,4,1.8
وفي وقت لاحق، تركز النقاش في المقاهي والكتيبات على دين البلد والأرقام التي كانت الحكومة تنشرها تكراراً بين أواخر القرن السابع عشر وأواخر القرن الثامن عشر.,28,126,128,0.36,0.62,0.01,0.51,0.15,1.77,0.27,0.58,Social Sciences,Specialized,High BAREC / High DLI,14,6,2.7
وكان الدافع مرة أخرى تمويل الحرب.,7,27,28,0.26,0.37,0.0,0.44,0.22,2.17,0.0,0.5,Social Sciences,Specialized,Low BAREC / Low DLI,10,4,1.8
بعد ذلك جاء الإبداع الفكري الكبير.,7,28,29,0.29,0.36,0.0,0.5,0.21,2.17,0.17,0.5,Social Sciences,Specialized,High BAREC / Low DLI,12,5,2.3
"في كتاب ""ثروة الأمم"" (The Wealth of Nations) الصادر في سنة 1776، میز آدم سميث (Adam Smith) بين العمالة ""المنتجة"" و""غير المنتجة"".",35,63,107,0.43,0.7,0.0,0.49,0.21,2.8,0.27,0.4,Social Sciences,Specialized,High BAREC / High DLI,14,7,3.2
"وكان مؤلف مجهول قد كتب في سنة 1746، ""ما أعنيه بالدخل القومي هو كل ما يحصل عليه أو يجنيه شعبنا بأكمله من الأرض، أو التجارة، أو الفنون، أو الصناعات، أو العمل، أو أي وسيلة أخرى.",43,128,140,0.31,0.46,0.0,0.41,0.23,2.06,0.35,0.44,Social Sciences,Specialized,High BAREC / High DLI,14,7,3.2
"وبالإنفاق السنوي أعني كل ما ينفقونه أو يستهلكونه"".",10,41,43,0.39,0.56,0.0,0.46,0.17,2.69,0.12,0.75,Social Sciences,Specialized,High BAREC / High DLI,12,9,4.1
سلسلة مقدمات موجزة,3,16,16,0.38,0.62,0.0,0.44,0.25,2.67,0.0,0.33,STEM,Specialized,Low BAREC / High DLI,5,6,2.7
النشاط الإشعاعي,2,14,14,0.29,0.64,0.0,0.5,0.14,2.5,0.0,1.0,STEM,Specialized,High BAREC / Low DLI,12,5,2.3
كلاوديو تونيز,2,12,12,0.42,0.67,0.0,0.5,0.08,3.75,0.0,0.0,STEM,Specialized,Low BAREC / High DLI,7,6,2.7
ترجمة: عمر سليم التل,5,16,17,0.31,0.56,0.0,0.5,0.31,1.75,0.25,0.25,STEM,Specialized,High BAREC / High DLI,12,7,3.2
مراجعة: د. أحمد خريس,6,15,17,0.27,0.4,0.0,0.67,0.4,1.62,0.0,0.0,STEM,Specialized,High BAREC / Low DLI,13,5,2.3
الفصل الأول,2,10,10,0.1,0.1,0.0,0.2,0.0,2.5,0.0,1.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,5,3,1.4
فتح صندوق باندورا النووي,4,21,21,0.38,0.52,0.0,0.62,0.05,2.75,0.25,0.5,STEM,Specialized,High BAREC / High DLI,16,8,3.6
"يتوجب عليك أن تحتاط قليلًا إذا ما أردت الرجوع إلى دفاتر ملاحظات ""ماري سكوودوفسكا كوري"" المختبرية، الموجودة في المكتبة الوطنية الفرنسية، ",25,110,114,0.35,0.56,0.01,0.49,0.17,2.02,0.1,0.33,STEM,Specialized,High BAREC / Low DLI,13,5,2.3
فهي كراسات ملوثة بنشاط إشعاعي قدره عدد من وحدات بيكريل/ سم2، ,14,47,50,0.34,0.64,0.0,0.62,0.23,2.05,0.27,0.45,STEM,Specialized,High BAREC / High DLI,13,8,3.6
ويعود ذلك إلى المكان الذي حفظتها به تلك العالمة العظيمة.,11,46,47,0.3,0.46,0.0,0.37,0.26,1.8,0.0,0.6,STEM,Specialized,Low BAREC / Low DLI,10,4,1.8
"إنَّك محفوف هناك بمخاطر تلقي جرعة إشعاع أعلى من القيم التي أوصت بها ""الهيئة الدولية للوقاية من الإشعاع"" (ICRP).",24,82,91,0.34,0.59,0.02,0.44,0.23,2.39,0.11,0.5,STEM,Specialized,High BAREC / High DLI,14,7,3.2
لقد استمتعت تلك العالمة بالطهي في منزلها، لذا فإن كتب الطبخ التي اقتنتها جد مشعة.,17,65,67,0.43,0.69,0.0,0.52,0.22,2.2,0.07,0.53,STEM,Specialized,Low BAREC / High DLI,10,6,2.7
كما حضرت، في السنوات الأخيرة من حياتها، المؤتمرات الدولية، والضمادات على يديها المصابتين بجروح بالغة سببتها الحروق الإشعاعية.,22,104,108,0.35,0.57,0.0,0.48,0.19,2.08,0.11,0.61,STEM,Specialized,High BAREC / High DLI,12,7,3.2
لقد استنشقت ماري كمية كبيرة من غبار البتشبلند (اليورانينيت) في مختبرها وامتصه جسدها، ,16,69,72,0.48,0.78,0.0,0.61,0.19,2.15,0.08,0.38,STEM,Specialized,High BAREC / High DLI,12,7,3.2
ولعل ذلك ما تسبب في إصابتها بنوع من فقر الدم الخبيث الذي قتلها عام 1934.,16,53,58,0.4,0.58,0.0,0.53,0.21,1.86,0.29,0.5,STEM,Specialized,High BAREC / High DLI,12,7,3.2
ولقد قضت ابنتها إيرين، التي عملت في المختبر نفسه، نحبها وهي في سن صغيرة نسبيًا، إثر إصابتها بمرض سرطان الدم (اللوكيميا) نتيجة تعرضها المفرط للإشعاع.,31,117,123,0.42,0.65,0.01,0.6,0.18,2.34,0.04,0.56,STEM,Specialized,High BAREC / High DLI,14,6,2.7
ولعل يدي ماري كوري كانتا ملوثتين بشدة يوم 6 شباط / فبراير عام 1898، عندما كتبت غاضبة في دفتر ملاحظاتها، مع عشر علامات تعجب أن درجة الحرارة في المختبر بلغت 6.25 درجة مئوية.,38,126,139,0.43,0.7,0.0,0.6,0.23,1.88,0.14,0.24,STEM,Specialized,High BAREC / High DLI,13,6,2.7
بدأت ماري، في كانون الأول / ديسمبر 1897، بإعداد أطروحتها، وهي تعمل بجانب زوجها بيير كوري.,20,65,74,0.35,0.51,0.0,0.57,0.2,2.46,0.0,0.43,STEM,Specialized,High BAREC / High DLI,12,6,2.7
"وقد اعتراها الحماس للمشروع، رغم الحالة البائسة التي اكتنفت مختبرها الصغير في ""كلية مدينة باريس للفيزياء والكيمياء الصناعيتين"".",22,105,109,0.36,0.6,0.0,0.5,0.18,2.83,0.06,0.78,STEM,Specialized,High BAREC / High DLI,14,8,3.6
"وكانت حريصة على فهم الاكتشاف غير المتوقع الذي قدمه هنري بيكريل؛ أستاذ الفيزياء المطبقة على العلوم الطبيعية في ""متحف التاريخ الطبيعي"".",25,109,113,0.39,0.65,0.0,0.54,0.2,1.93,0.19,0.52,STEM,Specialized,High BAREC / High DLI,14,7,3.2
